"","X","Year","Name.x","Event","Type","County","Form.of.government","Population","FormYear","T21Date","FIPS","State","No_PrematureDeaths","Years.of.Potential.Life.Lost.Rate","Percent_FairOrPoor","Physically.Unhealthy.Days","Mentally.Unhealthy.Days","Precent.LBW","PercentSmokers","PercentObese","Food.Environment.Index","Percent.Physically.Inactive","Percent.With.AccessToExercise","PercentExcessive.Drinking","NumberChlamydia.Cases","Chlamydia.Rate","Teen.Births","Teen.Birth.Rate","PercentUninsured","NumberMedicare.Enrollees","PercentDiabetics","PercentReceiving.HbA1c","PercentUnemployed","PercentChildren.in.Poverty","PercentSingle.Parent.Households","NumberViolent.Crimes","Violent.Crime.Rate","T21year","MAYOR","LENGTH.OF.TERM","NEXT.ELECTION","mayor_ind","year_dummy","year_dummy-1","county_state_abb","Name.y","state_abb","pop16","pop16_labor_civil_empl","pop16_labor_civil_unempl","pop16_labor_civil","median_household_income","mean_household_income","pop_total_2015","male_2015","female_2015","white_male_2015","white_female_2015","black_male_2015","black_female_2015","hispanic_male_2015","hispanic_female_2015","educ_no_high_school_2000","votes_total_2012","votes_r_2012","votes_d_2012","prct_d_2012","prct_r_2012","votes_total_2016","prct_d_2016","prct_r_2016","votes_d_2016","votes_r_2016","tax"
"2126",3721,2015,"Sharon",2,"Town","Norfolk","Open town meeting","17612.0",1775,"2013-05-19",25021,"Massachusetts",5294,4367.63,8.9,2.8,2.7,7.3214631314,11.8,20.2,8.9,18.8,95.675635388,19.4,1484,217.6,917,6.1186769779,2.9359222889,79617,6188,90.303813833,6.0056451921,7.5,18.506847494,1356.3333333,203.20868968,2013,NA,NA,NA,0,2015,2014,"Norfolk, MA","norfolk","MA",550862,351762,28861,380623,86469,117756,696023,333641,362382,268115,289898,23756,25660,14126,14890,8.7,356523,148393,202714,56.86,41.62,367695,60.3269013720611,32.56041012252,221819,119723,3.51
"2127",3722,2016,"Sharon",2,"Town","Norfolk","Open town meeting","17612.0",1775,"2013-05-19",25021,"Massachusetts",5404,4413.1,10.4,2.9,3.2,7.2373692954,12.3,19.7,8.7,19.3,95.744652307,19.6,1431,209.87174504,867,5.7400872599,3.0107932103,81498,6582,90.398055302,4.9942696296,7,18.363838676,1356.3333333,203.20868968,2013,NA,NA,NA,0,2016,2015,"Norfolk, MA","norfolk","MA",550862,351762,28861,380623,86469,117756,696023,333641,362382,268115,289898,23756,25660,14126,14890,8.7,356523,148393,202714,56.86,41.62,367695,60.3269013720611,32.56041012252,221819,119723,3.51
"2128",3723,2017,"Sharon",2,"Town","Norfolk","Open town meeting","17612.0",1775,"2013-05-19",25021,"Massachusetts",5536,4512.4,11.184260205,3.0607782385,3.3826188357,7.2425536941,11.767660861,20.5,8.8,17.7,95.744652307,19.392190869,1996,290.2,778,5.1111578283,2.7209275435,82866,6828,91.15407147,4.3471768599,6.4,18.381335134,1303.6666667,193.10128263,2013,NA,NA,NA,0,2017,2016,"Norfolk, MA","norfolk","MA",550862,351762,28861,380623,86469,117756,696023,333641,362382,268115,289898,23756,25660,14126,14890,8.7,356523,148393,202714,56.86,41.62,367695,60.3269013720611,32.56041012252,221819,119723,3.51
"2130",3731,2011,"Sheffield",0,"Town","Berkshire","Open town meeting","3257.0",1733,NA,25003,"Massachusetts",1458,5881.7,13.4,4,3.6,7.86,19.7,23.2,NA,NA,NA,18.9,NA,NA,837,25.2,8.4,44684,736,92.1196,8.1,15.2,35.8,1590,408.1,NA,NA,NA,NA,0,2011,2010,"Berkshire, MA","berkshire","MA",109102,62178,6476,68654,49737,68773,127828,61824,66004,57056,61432,2237,1885,2812,2641,14.9,64486,14252,48843,75.74,22.1,65617,66.6199308106131,25.6625569593246,43714,16839,2.51
"2131",3732,2012,"Sheffield",0,"Town","Berkshire","Open town meeting","3257.0",1733,NA,25003,"Massachusetts",1484,6122.18,13.2,3.9,3.5,8,19.4,24,NA,22.5,NA,19.5,311,240.3,849,26.6,4.7,22591,2016,90.972222222,8.2,18.7,34.903381643,1556,415.97938282,NA,NA,NA,NA,0,2012,2011,"Berkshire, MA","berkshire","MA",109102,62178,6476,68654,49737,68773,127828,61824,66004,57056,61432,2237,1885,2812,2641,14.9,64486,14252,48843,75.74,22.1,65617,66.6199308106131,25.6625569593246,43714,16839,2.51
"2132",3733,2013,"Sheffield",0,"Town","Berkshire","Open town meeting","3257.0",1733,NA,25003,"Massachusetts",1406,5915.12,12.9,3.8,3.4,7.9,17.5,24,NA,22.5,NA,20.8,370,282,817,24.426704936,5.1,22812,2034,91.445427729,7.3,20.2,34.510376391,536,425.87994897,NA,NA,NA,NA,0,2013,2012,"Berkshire, MA","berkshire","MA",109102,62178,6476,68654,49737,68773,127828,61824,66004,57056,61432,2237,1885,2812,2641,14.9,64486,14252,48843,75.74,22.1,65617,66.6199308106131,25.6625569593246,43714,16839,2.51
"2133",3734,2014,"Sheffield",0,"Town","Berkshire","Open town meeting","3257.0",1733,NA,25003,"Massachusetts",1406,5915.12,12.1,3.7,3.6,8.1,17,22,8.5769018924,20.7,74.91826641,21.3,359,275.2,781,23.546792089,4.7540110118,22821,2046,91.54447703,6.7247420809,21.1,35.096581266,543,429.3927085,NA,NA,NA,NA,0,2014,2013,"Berkshire, MA","berkshire","MA",109102,62178,6476,68654,49737,68773,127828,61824,66004,57056,61432,2237,1885,2812,2641,14.9,64486,14252,48843,75.74,22.1,65617,66.6199308106131,25.6625569593246,43714,16839,3.51
"2134",3735,2015,"Sheffield",0,"Town","Berkshire","Open town meeting","3257.0",1733,NA,25003,"Massachusetts",1390,5772.84,12.1,3.7,3.6,8.0317422147,17,22.5,8.2,18.8,88.709714294,21.3,337,259.2,714,21.780909673,4.4013080916,23505,2127,91.396332863,7.0745401196,18.8,34.996486297,506.33333333,402.71267683,NA,NA,NA,NA,0,2015,2014,"Berkshire, MA","berkshire","MA",109102,62178,6476,68654,49737,68773,127828,61824,66004,57056,61432,2237,1885,2812,2641,14.9,64486,14252,48843,75.74,22.1,65617,66.6199308106131,25.6625569593246,43714,16839,3.51
"2135",3736,2016,"Sheffield",0,"Town","Berkshire","Open town meeting","3257.0",1733,NA,25003,"Massachusetts",1476,6177.6,12.7,3.4,4.1,7.8986220472,15.1,22.9,7.9,19.8,78.98094026,18.4,416,319.96062023,672,20.833333333,4.2055697021,23830,2178,91.414141414,6.4885958013,20.4,35.501733029,506.33333333,402.71267683,NA,NA,NA,NA,0,2016,2015,"Berkshire, MA","berkshire","MA",109102,62178,6476,68654,49737,68773,127828,61824,66004,57056,61432,2237,1885,2812,2641,14.9,64486,14252,48843,75.74,22.1,65617,66.6199308106131,25.6625569593246,43714,16839,3.51
"2136",3737,2017,"Sheffield",0,"Town","Berkshire","Open town meeting","3257.0",1733,NA,25003,"Massachusetts",1542,6440.9,12.64714634,3.358344603,4.1014791085,7.7154685736,14.481056801,23.7,7.9,19.3,78.98094026,19.061757971,100,77.2,608,19.216182048,4.0273961367,24250,2255,91.130820399,5.5755395683,19.6,37.220713222,383.33333333,317.17925593,NA,NA,NA,NA,0,2017,2016,"Berkshire, MA","berkshire","MA",109102,62178,6476,68654,49737,68773,127828,61824,66004,57056,61432,2237,1885,2812,2641,14.9,64486,14252,48843,75.74,22.1,65617,66.6199308106131,25.6625569593246,43714,16839,3.51
"2138",3745,2011,"Shelburne",0,"Town","Franklin","Open town meeting","1893.0",1775,"2015-11-15",25011,"Massachusetts",708,5297.1,11.7,3.8,3.5,6.83,17.9,23.5,NA,NA,NA,17.9,NA,NA,351,21.3,9.3,14759,241,87.9668,7.9,15.8,33,774,359.7,2015,NA,NA,NA,0,2011,2010,"Franklin, MA","franklin","MA",59408,37423,3055,40478,54072,68263,70601,34474,36127,32471,34254,624,382,1452,1276,12,37758,9344,27072,71.7,24.75,38821,63.0535019705829,26.6968908580407,24478,10364,2.51
"2139",3746,2012,"Shelburne",0,"Town","Franklin","Open town meeting","1893.0",1775,"2015-11-15",25011,"Massachusetts",715,5245.39,11.9,3.9,3.5,7,18.5,24.6,NA,19.4,NA,19.3,98,136.6,342,21.9,4.4,7679,720,87.916666667,8,16.2,32.153351056,749,364.48930134,2015,NA,NA,NA,0,2012,2011,"Franklin, MA","franklin","MA",59408,37423,3055,40478,54072,68263,70601,34474,36127,32471,34254,624,382,1452,1276,12,37758,9344,27072,71.7,24.75,38821,63.0535019705829,26.6968908580407,24478,10364,2.51
"2140",3747,2013,"Shelburne",0,"Town","Franklin","Open town meeting","1893.0",1775,"2015-11-15",25011,"Massachusetts",694,5298.65,11.1,3.6,3.3,7.1,19,24.6,NA,19.4,NA,18.7,131,183.5,325,20.256793817,4.7,7736,731,89.876880985,6.7,16.6,32.858472332,246,357.66243433,2015,NA,NA,NA,0,2013,2012,"Franklin, MA","franklin","MA",59408,37423,3055,40478,54072,68263,70601,34474,36127,32471,34254,624,382,1452,1276,12,37758,9344,27072,71.7,24.75,38821,63.0535019705829,26.6968908580407,24478,10364,2.51
"2141",3748,2014,"Shelburne",0,"Town","Franklin","Open town meeting","1893.0",1775,"2015-11-15",25011,"Massachusetts",694,5298.65,10.3,4,3.3,7,18.7,24.9,8.7478858778,19.1,60.170655159,18.2,110,153.6,311,19.889997442,5.104203167,8056,744,89.91935484,6.2678729267,16.6,31.830103453,247.66666667,371.87187187,2015,NA,NA,NA,0,2014,2013,"Franklin, MA","franklin","MA",59408,37423,3055,40478,54072,68263,70601,34474,36127,32471,34254,624,382,1452,1276,12,37758,9344,27072,71.7,24.75,38821,63.0535019705829,26.6968908580407,24478,10364,3.51
